"","county","party","race","hisp","gender","age","total_voters","freq"
"26125","MARTIN","UNA","W","NL","F","18-25",148,494
"26126","MARTIN","UNA","W","NL","F","26-40",310,1021
"26127","MARTIN","UNA","W","NL","F","41-65",471,2544
"26128","MARTIN","UNA","W","NL","F","66+",225,1432
"26129","MARTIN","UNA","W","NL","M","18-25",140,479
"26130","MARTIN","UNA","W","NL","M","26-40",302,950
"26131","MARTIN","UNA","W","NL","M","41-65",429,2440
"26132","MARTIN","UNA","W","NL","M","66+",180,1039
"26133","MARTIN","UNA","W","NL","U","18-25",1,NA
"26134","MARTIN","UNA","W","NL","U","41-65",1,NA
"26135","MARTIN","UNA","W","UN","F","18-25",35,NA
"26136","MARTIN","UNA","W","UN","F","26-40",56,NA
"26137","MARTIN","UNA","W","UN","F","41-65",53,NA
"26138","MARTIN","UNA","W","UN","F","66+",29,NA
"26139","MARTIN","UNA","W","UN","M","18-25",24,NA
"26140","MARTIN","UNA","W","UN","M","26-40",31,NA
"26141","MARTIN","UNA","W","UN","M","41-65",54,NA
"26142","MARTIN","UNA","W","UN","M","66+",37,NA
"26143","MARTIN","UNA","W","UN","U","18-25",3,NA
"26144","MARTIN","UNA","W","UN","U","26-40",2,NA
"26145","MARTIN","UNA","W","UN","U","41-65",1,NA
"26146","MCDOWELL","DEM","A","NL","F","18-25",2,20
"26147","MCDOWELL","DEM","A","NL","F","26-40",4,40
"26148","MCDOWELL","DEM","A","NL","F","41-65",9,46
"26149","MCDOWELL","DEM","A","NL","F","66+",1,17
"26150","MCDOWELL","DEM","A","NL","M","26-40",5,33
"26151","MCDOWELL","DEM","A","NL","M","41-65",7,44
"26152","MCDOWELL","DEM","A","UN","F","18-25",1,NA
"26153","MCDOWELL","DEM","A","UN","F","26-40",2,NA
"26154","MCDOWELL","DEM","A","UN","F","41-65",1,NA
"26155","MCDOWELL","DEM","A","UN","M","26-40",1,NA
"26156","MCDOWELL","DEM","A","UN","M","41-65",3,NA
"26157","MCDOWELL","DEM","A","UN","M","66+",2,NA
"26158","MCDOWELL","DEM","B","NL","F","18-25",28,59
"26159","MCDOWELL","DEM","B","NL","F","26-40",60,116
"26160","MCDOWELL","DEM","B","NL","F","41-65",153,234
"26161","MCDOWELL","DEM","B","NL","F","66+",95,112
"26162","MCDOWELL","DEM","B","NL","M","18-25",14,141
"26163","MCDOWELL","DEM","B","NL","M","26-40",59,309
"26164","MCDOWELL","DEM","B","NL","M","41-65",132,328
"26165","MCDOWELL","DEM","B","NL","M","66+",61,68
"26166","MCDOWELL","DEM","B","UN","F","18-25",7,NA
"26167","MCDOWELL","DEM","B","UN","F","26-40",7,NA
"26168","MCDOWELL","DEM","B","UN","F","41-65",30,NA
"26169","MCDOWELL","DEM","B","UN","F","66+",5,NA
"26170","MCDOWELL","DEM","B","UN","M","18-25",3,NA
"26171","MCDOWELL","DEM","B","UN","M","26-40",12,NA
"26172","MCDOWELL","DEM","B","UN","M","41-65",21,NA
"26173","MCDOWELL","DEM","B","UN","M","66+",4,NA
"26174","MCDOWELL","DEM","I","NL","F","18-25",1,11
"26175","MCDOWELL","DEM","I","NL","F","26-40",1,14
"26176","MCDOWELL","DEM","I","NL","F","41-65",4,27
"26177","MCDOWELL","DEM","I","NL","M","41-65",2,20
"26178","MCDOWELL","DEM","I","NL","M","66+",1,2
"26179","MCDOWELL","DEM","I","UN","F","18-25",1,NA
"26180","MCDOWELL","DEM","I","UN","F","26-40",1,NA
"26181","MCDOWELL","DEM","I","UN","F","41-65",1,NA
"26182","MCDOWELL","DEM","I","UN","M","18-25",1,NA
"26183","MCDOWELL","DEM","I","UN","M","26-40",1,NA
"26184","MCDOWELL","DEM","I","UN","M","66+",1,NA
"26185","MCDOWELL","DEM","M","HL","F","26-40",4,8
"26186","MCDOWELL","DEM","M","HL","F","41-65",1,4
"26187","MCDOWELL","DEM","M","HL","F","66+",1,0
"26188","MCDOWELL","DEM","M","HL","M","18-25",1,6
"26189","MCDOWELL","DEM","M","HL","M","41-65",1,3
"26190","MCDOWELL","DEM","M","NL","F","18-25",2,17
"26191","MCDOWELL","DEM","M","NL","F","26-40",2,36
"26192","MCDOWELL","DEM","M","NL","M","18-25",2,17
"26193","MCDOWELL","DEM","M","NL","M","26-40",4,22
"26194","MCDOWELL","DEM","M","NL","M","41-65",2,57
"26195","MCDOWELL","DEM","M","NL","M","66+",2,12
"26196","MCDOWELL","DEM","M","UN","F","18-25",2,NA
"26197","MCDOWELL","DEM","M","UN","F","26-40",2,NA
"26198","MCDOWELL","DEM","M","UN","F","41-65",1,NA
"26199","MCDOWELL","DEM","M","UN","M","18-25",1,NA
"26200","MCDOWELL","DEM","M","UN","M","26-40",1,NA
"26201","MCDOWELL","DEM","M","UN","M","41-65",4,NA
"26202","MCDOWELL","DEM","O","HL","F","18-25",12,69
"26203","MCDOWELL","DEM","O","HL","F","26-40",9,167
"26204","MCDOWELL","DEM","O","HL","F","41-65",9,78
"26205","MCDOWELL","DEM","O","HL","M","18-25",10,116
"26206","MCDOWELL","DEM","O","HL","M","26-40",5,292
"26207","MCDOWELL","DEM","O","HL","M","41-65",13,108
"26208","MCDOWELL","DEM","O","HL","M","66+",3,5
"26209","MCDOWELL","DEM","O","NL","F","18-25",2,2
"26210","MCDOWELL","DEM","O","NL","F","26-40",7,0
"26211","MCDOWELL","DEM","O","NL","F","41-65",6,2
"26212","MCDOWELL","DEM","O","NL","F","66+",7,0
"26213","MCDOWELL","DEM","O","NL","M","18-25",3,0
"26214","MCDOWELL","DEM","O","NL","M","26-40",5,2
"26215","MCDOWELL","DEM","O","NL","M","41-65",15,1
"26216","MCDOWELL","DEM","O","NL","M","66+",4,0
"26217","MCDOWELL","DEM","O","UN","M","26-40",1,NA
"26218","MCDOWELL","DEM","O","UN","M","41-65",1,NA
"26219","MCDOWELL","DEM","O","UN","M","66+",1,NA
"26220","MCDOWELL","DEM","U","UN","U","41-65",1,NA
"26221","MCDOWELL","DEM","W","HL","F","18-25",3,36
"26222","MCDOWELL","DEM","W","HL","F","26-40",6,86
"26223","MCDOWELL","DEM","W","HL","F","41-65",6,71
"26224","MCDOWELL","DEM","W","HL","M","18-25",2,42
"26225","MCDOWELL","DEM","W","HL","M","26-40",1,89
"26226","MCDOWELL","DEM","W","HL","M","41-65",4,76
"26227","MCDOWELL","DEM","W","HL","M","66+",1,13
"26228","MCDOWELL","DEM","W","NL","F","18-25",176,1607
"26229","MCDOWELL","DEM","W","NL","F","26-40",559,3525
"26230","MCDOWELL","DEM","W","NL","F","41-65",1860,7529
"26231","MCDOWELL","DEM","W","NL","F","66+",1526,3706
"26232","MCDOWELL","DEM","W","NL","M","18-25",155,1598
"26233","MCDOWELL","DEM","W","NL","M","26-40",405,3751
"26234","MCDOWELL","DEM","W","NL","M","41-65",1395,7314
"26235","MCDOWELL","DEM","W","NL","M","66+",1122,2880
"26236","MCDOWELL","DEM","W","UN","F","18-25",40,NA
"26237","MCDOWELL","DEM","W","UN","F","26-40",77,NA
"26238","MCDOWELL","DEM","W","UN","F","41-65",173,NA
"26239","MCDOWELL","DEM","W","UN","F","66+",102,NA
"26240","MCDOWELL","DEM","W","UN","M","18-25",24,NA
"26241","MCDOWELL","DEM","W","UN","M","26-40",82,NA
"26242","MCDOWELL","DEM","W","UN","M","41-65",134,NA
"26243","MCDOWELL","DEM","W","UN","M","66+",76,NA
"26244","MCDOWELL","LIB","B","NL","F","18-25",1,59
"26245","MCDOWELL","LIB","B","NL","F","26-40",1,116
"26246","MCDOWELL","LIB","B","NL","F","66+",1,112
"26247","MCDOWELL","LIB","B","NL","M","26-40",1,309
"26248","MCDOWELL","LIB","M","HL","F","26-40",1,8
"26249","MCDOWELL","LIB","M","UN","F","18-25",1,NA
"26250","MCDOWELL","LIB","O","HL","F","26-40",1,167
"26251","MCDOWELL","LIB","O","HL","M","18-25",1,116
"26252","MCDOWELL","LIB","O","NL","F","18-25",1,2
"26253","MCDOWELL","LIB","O","NL","F","26-40",1,0
"26254","MCDOWELL","LIB","O","NL","M","18-25",1,0
"26255","MCDOWELL","LIB","W","NL","F","18-25",19,1607
"26256","MCDOWELL","LIB","W","NL","F","26-40",8,3525
"26257","MCDOWELL","LIB","W","NL","F","41-65",13,7529
"26258","MCDOWELL","LIB","W","NL","F","66+",2,3706
"26259","MCDOWELL","LIB","W","NL","M","18-25",16,1598
"26260","MCDOWELL","LIB","W","NL","M","26-40",9,3751
"26261","MCDOWELL","LIB","W","NL","M","41-65",18,7314
"26262","MCDOWELL","LIB","W","NL","M","66+",3,2880
"26263","MCDOWELL","LIB","W","UN","F","18-25",1,NA
"26264","MCDOWELL","LIB","W","UN","F","26-40",3,NA
"26265","MCDOWELL","LIB","W","UN","F","41-65",4,NA
"26266","MCDOWELL","LIB","W","UN","F","66+",1,NA
"26267","MCDOWELL","LIB","W","UN","M","18-25",4,NA
"26268","MCDOWELL","LIB","W","UN","M","26-40",2,NA
"26269","MCDOWELL","LIB","W","UN","M","41-65",6,NA
"26270","MCDOWELL","REP","A","NL","F","18-25",3,20
"26271","MCDOWELL","REP","A","NL","F","26-40",2,40
"26272","MCDOWELL","REP","A","NL","F","41-65",7,46
"26273","MCDOWELL","REP","A","NL","F","66+",1,17
"26274","MCDOWELL","REP","A","NL","M","18-25",3,24
"26275","MCDOWELL","REP","A","NL","M","26-40",1,33
"26276","MCDOWELL","REP","A","NL","M","41-65",1,44
"26277","MCDOWELL","REP","A","UN","F","26-40",1,NA
"26278","MCDOWELL","REP","A","UN","F","41-65",2,NA
"26279","MCDOWELL","REP","A","UN","F","66+",3,NA
"26280","MCDOWELL","REP","A","UN","M","26-40",1,NA
"26281","MCDOWELL","REP","A","UN","M","41-65",1,NA
"26282","MCDOWELL","REP","B","NL","F","18-25",2,59
"26283","MCDOWELL","REP","B","NL","F","26-40",4,116
"26284","MCDOWELL","REP","B","NL","F","41-65",6,234
"26285","MCDOWELL","REP","B","NL","F","66+",3,112
"26286","MCDOWELL","REP","B","NL","M","18-25",5,141
"26287","MCDOWELL","REP","B","NL","M","26-40",4,309
"26288","MCDOWELL","REP","B","NL","M","41-65",9,328
"26289","MCDOWELL","REP","B","UN","F","18-25",1,NA
"26290","MCDOWELL","REP","B","UN","F","26-40",3,NA
"26291","MCDOWELL","REP","B","UN","F","41-65",1,NA
"26292","MCDOWELL","REP","B","UN","M","26-40",1,NA
"26293","MCDOWELL","REP","I","NL","F","66+",1,7
"26294","MCDOWELL","REP","I","NL","M","18-25",1,6
"26295","MCDOWELL","REP","I","NL","M","41-65",2,20
"26296","MCDOWELL","REP","I","NL","M","66+",1,2
"26297","MCDOWELL","REP","I","UN","M","18-25",1,NA
"26298","MCDOWELL","REP","M","HL","F","18-25",1,2
"26299","MCDOWELL","REP","M","HL","F","26-40",1,8
"26300","MCDOWELL","REP","M","HL","F","41-65",1,4
"26301","MCDOWELL","REP","M","HL","M","26-40",1,4
"26302","MCDOWELL","REP","M","HL","M","41-65",1,3
"26303","MCDOWELL","REP","M","NL","F","18-25",1,17
"26304","MCDOWELL","REP","M","NL","F","41-65",2,45
"26305","MCDOWELL","REP","M","NL","M","26-40",2,22
"26306","MCDOWELL","REP","M","NL","M","41-65",5,57
"26307","MCDOWELL","REP","M","NL","M","66+",1,12
"26308","MCDOWELL","REP","M","UN","F","18-25",2,NA
"26309","MCDOWELL","REP","M","UN","M","18-25",3,NA
"26310","MCDOWELL","REP","M","UN","M","41-65",3,NA
"26311","MCDOWELL","REP","M","UN","M","66+",2,NA
"26312","MCDOWELL","REP","O","HL","F","18-25",1,69
"26313","MCDOWELL","REP","O","HL","F","26-40",3,167
"26314","MCDOWELL","REP","O","HL","F","41-65",3,78
"26315","MCDOWELL","REP","O","HL","M","18-25",5,116
"26316","MCDOWELL","REP","O","HL","M","26-40",4,292
"26317","MCDOWELL","REP","O","HL","M","41-65",9,108
"26318","MCDOWELL","REP","O","NL","F","18-25",3,2
"26319","MCDOWELL","REP","O","NL","F","26-40",3,0
"26320","MCDOWELL","REP","O","NL","F","41-65",5,2
"26321","MCDOWELL","REP","O","NL","F","66+",1,0
"26322","MCDOWELL","REP","O","NL","M","26-40",4,2
"26323","MCDOWELL","REP","O","NL","M","41-65",12,1
"26324","MCDOWELL","REP","O","NL","M","66+",1,0
"26325","MCDOWELL","REP","O","UN","F","18-25",1,NA
"26326","MCDOWELL","REP","O","UN","M","41-65",1,NA
"26327","MCDOWELL","REP","W","HL","F","18-25",2,36
"26328","MCDOWELL","REP","W","HL","F","26-40",3,86
"26329","MCDOWELL","REP","W","HL","F","41-65",2,71
"26330","MCDOWELL","REP","W","HL","F","66+",1,13
"26331","MCDOWELL","REP","W","HL","M","18-25",2,42
"26332","MCDOWELL","REP","W","HL","M","26-40",4,89
"26333","MCDOWELL","REP","W","HL","M","41-65",5,76
"26334","MCDOWELL","REP","W","NL","F","18-25",423,1607
"26335","MCDOWELL","REP","W","NL","F","26-40",940,3525
"26336","MCDOWELL","REP","W","NL","F","41-65",2280,7529
"26337","MCDOWELL","REP","W","NL","F","66+",1288,3706
"26338","MCDOWELL","REP","W","NL","M","18-25",451,1598
"26339","MCDOWELL","REP","W","NL","M","26-40",886,3751
"26340","MCDOWELL","REP","W","NL","M","41-65",2307,7314
"26341","MCDOWELL","REP","W","NL","M","66+",1107,2880
"26342","MCDOWELL","REP","W","UN","F","18-25",66,NA
"26343","MCDOWELL","REP","W","UN","F","26-40",146,NA
"26344","MCDOWELL","REP","W","UN","F","41-65",244,NA
"26345","MCDOWELL","REP","W","UN","F","66+",148,NA
"26346","MCDOWELL","REP","W","UN","M","18-25",76,NA
"26347","MCDOWELL","REP","W","UN","M","26-40",160,NA
"26348","MCDOWELL","REP","W","UN","M","41-65",227,NA
"26349","MCDOWELL","REP","W","UN","M","66+",115,NA
"26350","MCDOWELL","UNA","A","NL","F","18-25",4,20
"26351","MCDOWELL","UNA","A","NL","F","26-40",7,40
"26352","MCDOWELL","UNA","A","NL","F","41-65",5,46
"26353","MCDOWELL","UNA","A","NL","M","18-25",5,24
"26354","MCDOWELL","UNA","A","NL","M","26-40",6,33
"26355","MCDOWELL","UNA","A","NL","M","41-65",7,44
"26356","MCDOWELL","UNA","A","UN","F","18-25",1,NA
"26357","MCDOWELL","UNA","A","UN","F","26-40",1,NA
"26358","MCDOWELL","UNA","A","UN","F","41-65",5,NA
"26359","MCDOWELL","UNA","A","UN","F","66+",1,NA
"26360","MCDOWELL","UNA","A","UN","M","18-25",4,NA
"26361","MCDOWELL","UNA","A","UN","M","41-65",4,NA
"26362","MCDOWELL","UNA","A","UN","M","66+",2,NA
"26363","MCDOWELL","UNA","B","HL","M","18-25",1,1
"26364","MCDOWELL","UNA","B","NL","F","18-25",9,59
"26365","MCDOWELL","UNA","B","NL","F","26-40",19,116
"26366","MCDOWELL","UNA","B","NL","F","41-65",19,234
"26367","MCDOWELL","UNA","B","NL","F","66+",1,112
"26368","MCDOWELL","UNA","B","NL","M","18-25",19,141
"26369","MCDOWELL","UNA","B","NL","M","26-40",21,309
"26370","MCDOWELL","UNA","B","NL","M","41-65",27,328
"26371","MCDOWELL","UNA","B","NL","M","66+",6,68
"26372","MCDOWELL","UNA","B","UN","F","18-25",2,NA
"26373","MCDOWELL","UNA","B","UN","F","26-40",3,NA
"26374","MCDOWELL","UNA","B","UN","F","41-65",12,NA
"26375","MCDOWELL","UNA","B","UN","F","66+",3,NA
"26376","MCDOWELL","UNA","B","UN","M","18-25",3,NA
"26377","MCDOWELL","UNA","B","UN","M","26-40",2,NA
"26378","MCDOWELL","UNA","B","UN","M","41-65",10,NA
"26379","MCDOWELL","UNA","B","UN","M","66+",2,NA
"26380","MCDOWELL","UNA","I","NL","F","41-65",1,27
"26381","MCDOWELL","UNA","I","NL","M","41-65",1,20
"26382","MCDOWELL","UNA","I","UN","F","26-40",2,NA
"26383","MCDOWELL","UNA","I","UN","F","41-65",1,NA
"26384","MCDOWELL","UNA","I","UN","F","66+",1,NA
"26385","MCDOWELL","UNA","I","UN","M","18-25",1,NA
"26386","MCDOWELL","UNA","I","UN","M","41-65",2,NA
"26387","MCDOWELL","UNA","M","HL","F","18-25",6,2
"26388","MCDOWELL","UNA","M","HL","F","26-40",4,8
"26389","MCDOWELL","UNA","M","HL","F","41-65",1,4
"26390","MCDOWELL","UNA","M","HL","F","66+",1,0
"26391","MCDOWELL","UNA","M","HL","M","18-25",2,6
"26392","MCDOWELL","UNA","M","HL","M","26-40",4,4
"26393","MCDOWELL","UNA","M","HL","M","41-65",2,3
"26394","MCDOWELL","UNA","M","NL","F","18-25",3,17
"26395","MCDOWELL","UNA","M","NL","F","26-40",2,36
"26396","MCDOWELL","UNA","M","NL","M","18-25",1,17
"26397","MCDOWELL","UNA","M","NL","M","26-40",3,22
"26398","MCDOWELL","UNA","M","NL","M","41-65",1,57
"26399","MCDOWELL","UNA","M","UN","F","18-25",3,NA
"26400","MCDOWELL","UNA","M","UN","F","26-40",2,NA
"26401","MCDOWELL","UNA","M","UN","M","18-25",4,NA
"26402","MCDOWELL","UNA","M","UN","M","26-40",2,NA
"26403","MCDOWELL","UNA","M","UN","M","41-65",4,NA
"26404","MCDOWELL","UNA","M","UN","M","66+",1,NA
"26405","MCDOWELL","UNA","O","HL","F","18-25",11,69
"26406","MCDOWELL","UNA","O","HL","F","26-40",9,167
"26407","MCDOWELL","UNA","O","HL","F","41-65",11,78
"26408","MCDOWELL","UNA","O","HL","M","18-25",14,116
"26409","MCDOWELL","UNA","O","HL","M","26-40",11,292
"26410","MCDOWELL","UNA","O","HL","M","41-65",12,108
"26411","MCDOWELL","UNA","O","HL","M","66+",1,5
"26412","MCDOWELL","UNA","O","NL","F","18-25",6,2
"26413","MCDOWELL","UNA","O","NL","F","26-40",8,0
"26414","MCDOWELL","UNA","O","NL","F","41-65",17,2
"26415","MCDOWELL","UNA","O","NL","F","66+",1,0
"26416","MCDOWELL","UNA","O","NL","M","18-25",7,0
"26417","MCDOWELL","UNA","O","NL","M","26-40",13,2
"26418","MCDOWELL","UNA","O","NL","M","41-65",12,1
"26419","MCDOWELL","UNA","O","NL","M","66+",3,0
"26420","MCDOWELL","UNA","O","UN","F","18-25",1,NA
"26421","MCDOWELL","UNA","O","UN","F","41-65",2,NA
"26422","MCDOWELL","UNA","O","UN","M","18-25",1,NA
"26423","MCDOWELL","UNA","O","UN","M","26-40",5,NA
"26424","MCDOWELL","UNA","O","UN","M","41-65",5,NA
"26425","MCDOWELL","UNA","O","UN","M","66+",1,NA
"26426","MCDOWELL","UNA","W","HL","F","18-25",2,36
"26427","MCDOWELL","UNA","W","HL","F","26-40",9,86
"26428","MCDOWELL","UNA","W","HL","F","41-65",3,71
"26429","MCDOWELL","UNA","W","HL","M","18-25",8,42
"26430","MCDOWELL","UNA","W","HL","M","26-40",5,89
"26431","MCDOWELL","UNA","W","HL","M","41-65",4,76
"26432","MCDOWELL","UNA","W","HL","M","66+",2,13
"26433","MCDOWELL","UNA","W","NL","F","18-25",504,1607
"26434","MCDOWELL","UNA","W","NL","F","26-40",1111,3525
"26435","MCDOWELL","UNA","W","NL","F","41-65",1834,7529
"26436","MCDOWELL","UNA","W","NL","F","66+",660,3706
"26437","MCDOWELL","UNA","W","NL","M","18-25",522,1598
"26438","MCDOWELL","UNA","W","NL","M","26-40",997,3751
"26439","MCDOWELL","UNA","W","NL","M","41-65",1636,7314
"26440","MCDOWELL","UNA","W","NL","M","66+",642,2880
"26441","MCDOWELL","UNA","W","UN","F","18-25",115,NA
"26442","MCDOWELL","UNA","W","UN","F","26-40",143,NA
"26443","MCDOWELL","UNA","W","UN","F","41-65",238,NA
"26444","MCDOWELL","UNA","W","UN","F","66+",82,NA
"26445","MCDOWELL","UNA","W","UN","M","18-25",97,NA
"26446","MCDOWELL","UNA","W","UN","M","26-40",141,NA
"26447","MCDOWELL","UNA","W","UN","M","41-65",239,NA
"26448","MCDOWELL","UNA","W","UN","M","66+",79,NA
"26449","MECKLENBURG","DEM","A","HL","F","18-25",5,17
"26450","MECKLENBURG","DEM","A","HL","F","26-40",6,47
"26451","MECKLENBURG","DEM","A","HL","F","41-65",6,24
"26452","MECKLENBURG","DEM","A","HL","F","66+",2,9
"26453","MECKLENBURG","DEM","A","HL","M","18-25",3,38
"26454","MECKLENBURG","DEM","A","HL","M","26-40",3,48
"26455","MECKLENBURG","DEM","A","HL","M","41-65",3,42
"26456","MECKLENBURG","DEM","A","HL","M","66+",1,2
"26457","MECKLENBURG","DEM","A","NL","F","18-25",321,2484
"26458","MECKLENBURG","DEM","A","NL","F","26-40",721,6781
"26459","MECKLENBURG","DEM","A","NL","F","41-65",572,5360
"26460","MECKLENBURG","DEM","A","NL","F","66+",106,952
"26461","MECKLENBURG","DEM","A","NL","M","18-25",220,2578
"26462","MECKLENBURG","DEM","A","NL","M","26-40",497,7045
"26463","MECKLENBURG","DEM","A","NL","M","41-65",467,5235
"26464","MECKLENBURG","DEM","A","NL","M","66+",113,951
"26465","MECKLENBURG","DEM","A","NL","U","18-25",2,NA
"26466","MECKLENBURG","DEM","A","NL","U","26-40",4,NA
"26467","MECKLENBURG","DEM","A","NL","U","41-65",8,NA
"26468","MECKLENBURG","DEM","A","NL","U","66+",4,NA
"26469","MECKLENBURG","DEM","A","UN","F","18-25",93,NA
"26470","MECKLENBURG","DEM","A","UN","F","26-40",289,NA
"26471","MECKLENBURG","DEM","A","UN","F","41-65",324,NA
"26472","MECKLENBURG","DEM","A","UN","F","66+",75,NA
"26473","MECKLENBURG","DEM","A","UN","M","18-25",58,NA
"26474","MECKLENBURG","DEM","A","UN","M","26-40",212,NA
"26475","MECKLENBURG","DEM","A","UN","M","41-65",248,NA
"26476","MECKLENBURG","DEM","A","UN","M","66+",67,NA
"26477","MECKLENBURG","DEM","A","UN","U","18-25",13,NA
"26478","MECKLENBURG","DEM","A","UN","U","26-40",10,NA
"26479","MECKLENBURG","DEM","A","UN","U","41-65",28,NA
"26480","MECKLENBURG","DEM","A","UN","U","66+",1,NA
"26481","MECKLENBURG","DEM","B","HL","F","18-25",119,363
"26482","MECKLENBURG","DEM","B","HL","F","26-40",229,615
"26483","MECKLENBURG","DEM","B","HL","F","41-65",136,470
"26484","MECKLENBURG","DEM","B","HL","F","66+",24,90
"26485","MECKLENBURG","DEM","B","HL","M","18-25",85,345
"26486","MECKLENBURG","DEM","B","HL","M","26-40",141,540
"26487","MECKLENBURG","DEM","B","HL","M","41-65",80,378
"26488","MECKLENBURG","DEM","B","HL","M","66+",9,48
"26489","MECKLENBURG","DEM","B","HL","U","18-25",2,NA
"26490","MECKLENBURG","DEM","B","HL","U","26-40",2,NA
"26491","MECKLENBURG","DEM","B","HL","U","41-65",2,NA
"26492","MECKLENBURG","DEM","B","NL","F","18-25",9806,17928
"26493","MECKLENBURG","DEM","B","NL","F","26-40",26546,37996
"26494","MECKLENBURG","DEM","B","NL","F","41-65",39320,46091
"26495","MECKLENBURG","DEM","B","NL","F","66+",11396,10246
"26496","MECKLENBURG","DEM","B","NL","M","18-25",7435,15913
"26497","MECKLENBURG","DEM","B","NL","M","26-40",15172,28659
"26498","MECKLENBURG","DEM","B","NL","M","41-65",25083,36154
"26499","MECKLENBURG","DEM","B","NL","M","66+",6429,5841
"26500","MECKLENBURG","DEM","B","NL","U","18-25",26,NA
"26501","MECKLENBURG","DEM","B","NL","U","26-40",99,NA
"26502","MECKLENBURG","DEM","B","NL","U","41-65",126,NA
"26503","MECKLENBURG","DEM","B","NL","U","66+",22,NA
"26504","MECKLENBURG","DEM","B","UN","F","18-25",4107,NA
"26505","MECKLENBURG","DEM","B","UN","F","26-40",8935,NA
"26506","MECKLENBURG","DEM","B","UN","F","41-65",10087,NA
"26507","MECKLENBURG","DEM","B","UN","F","66+",2247,NA
"26508","MECKLENBURG","DEM","B","UN","M","18-25",3267,NA
"26509","MECKLENBURG","DEM","B","UN","M","26-40",7398,NA
"26510","MECKLENBURG","DEM","B","UN","M","41-65",8547,NA
"26511","MECKLENBURG","DEM","B","UN","M","66+",1420,NA
"26512","MECKLENBURG","DEM","B","UN","U","18-25",273,NA
"26513","MECKLENBURG","DEM","B","UN","U","26-40",380,NA
"26514","MECKLENBURG","DEM","B","UN","U","41-65",506,NA
"26515","MECKLENBURG","DEM","B","UN","U","66+",119,NA
"26516","MECKLENBURG","DEM","I","HL","F","18-25",6,95
"26517","MECKLENBURG","DEM","I","HL","F","26-40",15,187
"26518","MECKLENBURG","DEM","I","HL","F","41-65",20,99
"26519","MECKLENBURG","DEM","I","HL","F","66+",1,7
"26520","MECKLENBURG","DEM","I","HL","M","18-25",3,80
"26521","MECKLENBURG","DEM","I","HL","M","26-40",5,251
"26522","MECKLENBURG","DEM","I","HL","M","41-65",4,123
"26523","MECKLENBURG","DEM","I","HL","M","66+",3,11
"26524","MECKLENBURG","DEM","I","NL","F","18-25",33,189
"26525","MECKLENBURG","DEM","I","NL","F","26-40",118,348
"26526","MECKLENBURG","DEM","I","NL","F","41-65",175,496
"26527","MECKLENBURG","DEM","I","NL","F","66+",38,103
"26528","MECKLENBURG","DEM","I","NL","M","18-25",23,185
"26529","MECKLENBURG","DEM","I","NL","M","26-40",71,325
"26530","MECKLENBURG","DEM","I","NL","M","41-65",132,459
"26531","MECKLENBURG","DEM","I","NL","M","66+",32,93
"26532","MECKLENBURG","DEM","I","NL","U","41-65",2,NA
"26533","MECKLENBURG","DEM","I","UN","F","18-25",19,NA
"26534","MECKLENBURG","DEM","I","UN","F","26-40",57,NA
"26535","MECKLENBURG","DEM","I","UN","F","41-65",69,NA
"26536","MECKLENBURG","DEM","I","UN","F","66+",16,NA
"26537","MECKLENBURG","DEM","I","UN","M","18-25",9,NA
"26538","MECKLENBURG","DEM","I","UN","M","26-40",41,NA
"26539","MECKLENBURG","DEM","I","UN","M","41-65",55,NA
"26540","MECKLENBURG","DEM","I","UN","M","66+",6,NA
"26541","MECKLENBURG","DEM","I","UN","U","18-25",1,NA
"26542","MECKLENBURG","DEM","I","UN","U","26-40",4,NA
"26543","MECKLENBURG","DEM","I","UN","U","41-65",6,NA
"26544","MECKLENBURG","DEM","I","UN","U","66+",3,NA
"26545","MECKLENBURG","DEM","M","HL","F","18-25",183,431
"26546","MECKLENBURG","DEM","M","HL","F","26-40",184,875
"26547","MECKLENBURG","DEM","M","HL","F","41-65",89,571
"26548","MECKLENBURG","DEM","M","HL","F","66+",6,62
"26549","MECKLENBURG","DEM","M","HL","M","18-25",97,493
"26550","MECKLENBURG","DEM","M","HL","M","26-40",107,969
"26551","MECKLENBURG","DEM","M","HL","M","41-65",54,530
"26552","MECKLENBURG","DEM","M","HL","M","66+",7,45
"26553","MECKLENBURG","DEM","M","HL","U","18-25",1,NA
"26554","MECKLENBURG","DEM","M","HL","U","26-40",3,NA
"26555","MECKLENBURG","DEM","M","HL","U","41-65",3,NA
"26556","MECKLENBURG","DEM","M","NL","F","18-25",333,1130
"26557","MECKLENBURG","DEM","M","NL","F","26-40",453,1804
"26558","MECKLENBURG","DEM","M","NL","F","41-65",245,1466
"26559","MECKLENBURG","DEM","M","NL","F","66+",32,279
"26560","MECKLENBURG","DEM","M","NL","M","18-25",201,910
"26561","MECKLENBURG","DEM","M","NL","M","26-40",172,1433
"26562","MECKLENBURG","DEM","M","NL","M","41-65",102,1140
"26563","MECKLENBURG","DEM","M","NL","M","66+",11,178
"26564","MECKLENBURG","DEM","M","NL","U","26-40",3,NA
"26565","MECKLENBURG","DEM","M","NL","U","41-65",3,NA
"26566","MECKLENBURG","DEM","M","UN","F","18-25",217,NA
"26567","MECKLENBURG","DEM","M","UN","F","26-40",343,NA
"26568","MECKLENBURG","DEM","M","UN","F","41-65",157,NA
"26569","MECKLENBURG","DEM","M","UN","F","66+",31,NA
